Date,Username,User tag,Content,Mentions,Reply to
"2025-05-24,14:33:23",dominator_vi,#0,"-Re:Sans-

—Хах. Значит ты тоже из другого мира! Хотя чего удивительного? Всякая чертовщина творица с этими мирами. Уже ничему не удивляешься... Так... Пастойка, я тебя уже где то видел... Мы раньше не втречались?
*В этот момент он осознал, что не помнит, что вообще происходило до того как он попал в новый мир*
—Хех... Забавно...
—Ну что ж! Тогда я продолжу путь. И нет, кроме тебя малявак, я здесь больше не видел.
*Сказал он продолжив путь, в том же направлении, что и шел*",biokoff,1375787922162192384
"2025-05-24,16:05:00",biokoff,#0,"—Ведьма—
|----------------------------------------------------------------------------|
Поняв, что спасительный билетек ввиде хоть единственной компании в этой глуши может пропасть, та чуть ли не сорвалась на бег за скелетом, но не расчитав физиологии своей одежды та шмякнула в сугроб лицом, после чего было слышно разоровании девушки и та махнув посохом подлетела с земли и стала левитировать возле скелета, говоря:
|----------------------------------------------------------------------------|

—Не люблю снег... Кхм, извините, вы сказали, что вы из другого мира, значит ли это, что вы знаете о проблеме уничтожения мультивселенной? Я в последний раз была в одном из разломов этой вселенной, пытаясь спасти людей там. Возможно я не там из-за того, что разлом закрылся и я выпала оттуда. Откуда вы родом? Может вы не помните связано из-за закрытый вашего разлома?

|----------------------------------------------------------------------------|
Девушка казалась заинтересованной в выдуманной ей проблеме. Мультивселенная, разломы, помощь... Что она вообще несёт?
|----------------------------------------------------------------------------|",dominator_vi,1375798837184168048
"2025-05-24,16:40:54",dominator_vi,#0,"-Re:Sans-

—Хехе, не ушиблась?
*Выслушав Ведьму, он попытался, что нибуть вспомнить*
—Малявка, я бы с радостью рассказал тебе всё, что знаю, но..... Я ничего незнаю)
—Незнаю почему, но я не могу вспомнить ничего, что происходило до того, как я попал сюда. Одно знаю точно - я не из этого мира.
—Ха Ха. Но так даже интереснее, тебе не кажется?
*Спросил он её ухмыляясь*",biokoff,1375821890274197606
"2025-05-24,16:45:02",biokoff,#0,"—Ведьма—
|----------------------------------------------------------------------------|
Девушка немного расстроилась от этой новости, но все же решила не лезть в эту тему, после чего убрав ливитацию стала идти своими двоими за скелетом, говоря:
|----------------------------------------------------------------------------|

—Ну как бы там ни было, случился вновь некий инцидент, отчего мы и здесь. Видно не судьба пожить спокойной жизнью... Можешь меня кстати звать Ведьма или Волшебница. У нас пока схожий мотив найти поселение, отчего не вижу смысла нам разделяться. Да и вместе веселее~

|----------------------------------------------------------------------------|
Закончила свою мысль, девушка немного ухмыльнулась вновь доброй улыбкой. Что же творится в голове девушки, что представляется как ведьма, но при этом улыбаясь?
|----------------------------------------------------------------------------|",dominator_vi,1375830925836812389
"2025-05-24,17:01:06",dominator_vi,#0,"-Re:Sans-

—Как скажешь малявка)
*Он впринципе согласен с ней.  Разделяться смысла нет и вместе ивправду будет веселее. Только не понятно, сколько нам предстоит пройти, чтоб найти хоть какието признаки цивилизации*",biokoff,1375831964418052199
"2025-05-24,18:54:55",biokoff,#0,"—Ведьма—
|----------------------------------------------------------------------------|

—А как тебя зовут? Явно не просто мистер скелет. Раз уж нам идти было бы хорошо узнать как к друг другу обращаться. 

Но вот что странно, я уже долго иду и могу предположить, что этот лес либо очень большой, либо мы попали в петлю...

|----------------------------------------------------------------------------|",dominator_vi,1375836010122051664
"2025-05-24,20:18:11",ktoia,#0,"-Сиэль-

Сиэль стояла неподвижно, наблюдая, как незнакомец выкарабкивается из снежной груды. Его фигура дрожала, искажалась, словно сигнал плохой телепередачи - то расплываясь в пятна, то снова собираясь в подобие человеческого силуэта. Но самое примичательно - у него не было лица.

Девочка молчала, пока парень не выпалил всё, что у него было на душе. Его голос звучал то громко, то прерывисто, словно его самого заносило от эмоций. Он кричал, спрашивал, требовал... а потом наконец замолк.

Сиэль наклонила голову вбок, изучая его. У него нет лица... Это напомнило ей о них. О тех, кто приходил к ней раньше. Но те были... другими. Холодными. Чёткими. А этот - дрожал, нервничал, будто его собрали наспех и бросили сюда, недоделанного.

— Рай?... Кажется я жила в раю... но тут свободнее. Небо красивое. Добить? Зачем добивать из-за лица? Я помню, как подобные тебе ко мне приходили... вот только... они не были такими странными.

В её словах не было ни страха, ни осуждения - лишь детская прямолинейность.",biokoff,1375789902049968260
"2025-05-24,20:47:20",biokoff,#0,"—Глюк—
|----------------------------------------------------------------------------|
Глючный товарищ после своего выговарния замолк и стал ждать чего-то от юной леди, но та лишь пусто ответила на его высказывания, отчего парень расстроился и поднимая свою ногу показал промокшие кроссовки и спортивные штаны, после чего стал вновь смирно и сказал:
|----------------------------------------------------------------------------|

—Как видишь я не очень хорошо готов к этому окружению, отчего хотелось бы узнать...Где я? Если это не рай и не ад, то выходит чистилище...Тогда, ты жнец? Я немного запутался...Как-то для жнеца ты немного, молода? Хммм, ну я в любом случае весь в непонимании, отчего с радостью выслушаю тебя.

|----------------------------------------------------------------------------|
После своего монолога парень вновь замолк. Своей речью он напоминал некое интервью что давали на старых телевезирах и вечно барахлило, но данная деталь хоть и была странной, но выделяло его по сравнению с другим. И похоже как парень подуспокоился и его помехи поубавили, возможно это зависит как от них... Мужчина не казался плохим, но отчего было ощущение что с ним что-то не так...
|----------------------------------------------------------------------------|",ktoia,1375885606751830127
"2025-05-24,22:04:56",ktoia,#0,"-Сиэль-
Сиэль молча слушала его поток слов, слегка склонив голову. Её глаза, тусклые и отстранённые, скользнули по его промокшим кроссовкам, спортивным штанам - странной одежде, которую она раньше не видела.

— Я не жнец... Ничего не пойму...

Она опустила взгляд, плечи её слегка подались вперёд. Чёрный плащ, слишком большой для её хрупкой фигуры, почти полностью скрывал её и только снег, осевший на складках ткани выдавал что она стоит здесь уже не первый момент.

— Что же делать... Наверное, остаться тут до того момента, пока они меня найдут? Не знаю, не знаю, не знаю...

В её голосе впервые появилась нотка усталости. Последнее слово вырвалось резко, и она дёрнулась, будто очнувшись от какого-то внутреннего диалога. Затем подняла голову и уставилась туда, где у парня должны были быть глаза.

— Значит, ты тоже не понимаешь, почему небо такое... А... Ты откуда? Не помню людей в такой одежде.

Её взгляд скользнул по его силуэту снова, будто она пыталась сопоставить его с теми, кого видела раньше. Но ничего не складывалось.",biokoff,1375892941486428221
"2025-05-24,22:16:50",biokoff,#0,"—Глюк—
|----------------------------------------------------------------------------|
—Бесподобно, ты тоже незнаешь где мы... Смотря на небо я подумал что это рай, ибо где ещё можно увидеть столь интересную картину?

Ну а так, я из Сеула, родом из Южной Кореи. Но из-за неких проблем... /парень показал на своё лицо пальцем/ мне пришлось уйти в глушь. Я вроде как проклят...Ну несколько лет пытался разобраться в этом и так ничего и не узнал...

Хех, можешь звать меня Юн. А ты я понял не местная, как и я. Отчего созрел вопрос, как мы тут оказались. Принцесска, ты хоть помнишь чего? Да и вообще, можешь и ты представиться, не часто вижу молодых монашек...Или ты невбрачная дочь святоши? Уф... Прости за мой язык, он часто говорит раньше моих мыслей

|----------------------------------------------------------------------------|
Мужчина вновь выдал весьма много информации, похоже он был тем ещё болтуном в отличии от девочки, да и вообще он казался каким-то ""живым"", по сравнению с серой массой людей? 
|----------------------------------------------------------------------------|",ktoia,1375912470408855633
"2025-05-24,22:37:00",ktoia,#0,"-Сиэль-
Сиэль замерла на мгновение, её бледные пальцы непроизвольно сжали край плаща.

— Я... дочь святоши? 

Повторила она чуть слышно, словно пробуя на вкус эти странные слова. Голос её звучал растерянно, почти недоуменно, будто сама мысль об этом казалась ей абсурдной. Она замолчала, опустив взгляд. Снег тихо падал вокруг, оседая на её тёмных ресницах. Прошла минута - может, меньше, может, больше - прежде чем она медленно подняла руку и аккуратно откинула чёлку, открывая левый глаз. Крест. Чёткий, тёмный, будто выжженный в радужке. А под ним - символ, напоминающий квадрат.

— Я не понимаю, о чём ты говоришь...

Прошептала она, и в её голосе впервые прозвучала лёгкая дрожь.

 — И... ты говоришь со мной?

Её губы дрогнули, и на миг на них мелькнула улыбка - крошечная, словно она сама удивилась тому, что кто-то вообще обратился к ней.

— Я Сиэль... Да, я Сиэль. Я... я из Эльдмира.

Она произнесла это слово с лёгкой неуверенностью. Потом она снова посмотрела на Юна, её глаз с крестом замер, изучая его безликую маску.

— Ты... первый, кто спросил, **кто я**.

В её словах не было ни радости, ни печали - лишь тихое, почти механическое констатирование факта.",biokoff,1375915465456488499
"2025-05-24,22:51:42",biokoff,#0,"—Глюк Юн—
|----------------------------------------------------------------------------|
Заметив как его ложное предположение заставило девочку так долго обдумывать ответ, тот неловко стал топтаться с ноги на ногу, чувства вину за такой вопрос перед ребёнком. Но о чудо, та вновь заговорила, когда парень уже понемногу стал превращаться в огромное черное пятно, отчего он вернулся в норму. Сначала он не подметил ничего примечательного, но вот голос девочки заставил парня на мгновение ""глюкануть"". Она волнуется при разговоре? Что он за взрослый такой, если заставляет ребёнка паниковать при разговоре с ним...Запомнив имя девушки и название неизвестного для него места, тот повернул голову на бок, а после что-то поняв воскликнул:
|----------------------------------------------------------------------------|

—Значит мы оба не из этих мест и потерялись! Хм, звучит печально. Я кстатти никогда не слышал про ""Эльдмир"", звучит как название некой ролевки в днд. Но вряд ли ты бы стала мне врать, отчего следует просто запомнить это как факт. И да... Прости за мои слова про монаха, я не со зла... Кхм, а ещё... 

/За тенью было сложно это понять, но в этот момент его лицо словно обомлело. Он увидел ""крест"" и тот замолк приметив его. Ему потребовалось время, чтобы собрать волю в кулак и продолжить вести беседу/

—Т...ты в порядке? Эт...та штука что-то вроде клеймо? Неужто клеймо культа или работорговцев...Я-то думал что в нашем 21 веке такое только в прессе пишут....Теперь понятно отчего ты мало общительная, мои извинения. Если мы найдем полицию, я сообщу о тебе и наверняка они что-то сделаю с людьми, что сделали с тобой такое...

|----------------------------------------------------------------------------|
Похоже парень был потерян. Он незнал как реогировать на это, отчего он то искажался до пикселей, то становился статичным как в T-Pose. Но при этом чувствовалось некое беспокойство и печаль в парне.
|----------------------------------------------------------------------------|",ktoia,1375920543014064148
"2025-05-24,23:42:45",ktoia,#0,"-Сиэль-
Глаза девочки метнулись в сторону, когда она уловила дрожь в голосе парня. Его силуэт искажался, распадаясь на пиксели, и это странное беспокойство, исходящее от него, заставило её на мгновение застыть. Пальцы её непроизвольно впились в ткань плаща, а затем медленно поднялись к лицу. Она провела рукой по волосам, аккуратно сдвигая пряди так, чтобы правый глаз с крестом не было видно. 

— Эльдмир... это же столица...

Прошептала она, больше себе, чем ему. Голос её звучал растерянно, будто она пыталась собрать в голове обрывки чужих слов. 

— Мне говорили... Как о ней не слышать? И люди, что собирались на площади...

Она замолчала, уставившись в снег. Потом почувствовав холод, слегка хмыкнула носом и продолжила, уже обращаясь к Юну:

— Двадцать первый век... Япония... Полиция... что? А полиция - это твой друг? А если тут есть твои друзья, то Двойные тоже тут. Они найдут и помогут.

Её тон стал чуть оживлённее, словно сама мысль об этом придала ей уверенности. Но затем она резко остановилась, будто споткнувшись о собственные слова.

— Меня?.. Я - это я... Зачем меня кому-то отдавать? Зачем с Двойными что-то делать?.. Они первые, кого я видела. 
Она замолчала, сжав кулаки. В её глазах мелькнуло что-то твёрдое, почти упрямое.",biokoff,1375924242163699752
"2025-05-24,23:55:40",biokoff,#0,"—Глюк Юн—
|----------------------------------------------------------------------------|
Парниша услышав девушку чуть подуспокоился, а после слушая её он резко воскликнул:
|----------------------------------------------------------------------------|

— Неужто это что-то вроде ""иссекая"" и ты моя напарница в этом бренном мире фантазии! Ох, главное чтобы это не был мир похожий на ""убийцу гоблинов"" или ""black souls""...

Кхм, ну если то, что ты говоришь правда, тогда нужно найти этих твоих ""Двойных"". Но если тебя обежают, ты лучше скажи сейчас, я ведь как Главный Герой наверняка имею некую супер способность и спасу даму в беде! КХМ...А ведь вдруг это иссекай про фермера... Чёрт, ладно, не спасу...

Ехе, давай лучше сосредоточимся на насущем. По твоим словам я должен быть в неком средневековье с богами и прочей дребудой. У меня же век технологий, отчего наши понятия миры разные и я делаю вердикт, что я умер и переродился в...Я ВСЁ ТОТ ЖЕ УРОД! 
/мужчина немного расстроился вновь посмотря на себя и выдохнув продолжил уже более спокойно/

Ну...Я думаю нужно найти кого-то, кто знает где мы...Наверное лес тебе не знаком, отчего мы считай потерялись... А тебе впорядке тащить этот большой балахон, может лучше как-то связать его или незнаю, сменить его на что-то более удобное? Хотя тут холодно, наверное лучше уж в нём. Кстати о холоде, у меня все носки мокрые с трусами, нам нужно найти хоть что-то что поможет нам согреться...

|----------------------------------------------------------------------------|
Энергия так и било ключем из парня и не скажешь, что минуту назад он был готов проволиться сквозь землю, в прямом и переносном смысле...
|----------------------------------------------------------------------------|",ktoia,1375937088549027931
"2025-05-25,01:03:58",ktoia,#0,"—Сиэль—
Сиэль стояла неподвижно как по струнке, слушая поток странных слов, вылетающих из Юна. Её брови слегка сдвинулись, а глаза, обычно пустые и отстранённые, теперь смотрели на него с едва уловимым недоумением.

— Двойные... да, Двойные... 

Повторила она тихо, будто цепляясь за единственное знакомое в этом водовороте непонятных фраз. Она не понимала ни ""иссекая"", ни ""главного героя"", ни тем более его внезапных перепадов настроения. Но в его словах сквозило что-то... новое. Не страх, не жалость - а какое-то странное оживление, он видел в ней потерявшегося ребёнка. Когда он заговорил про её плащ, она машинально потянула за край ткани, будто проверяя, на месте ли он.

— Новая одежда?.. Зачем? Мне удобно...

Её голос звучал искренне. Она действительно не видела в этом ничего странного - плащ был её как родной, как крест в глазу и все остальное. Но затем её взгляд скользнул по его промокшим кроссовкам, и впервые за весь разговор в её глазах мелькнуло что-то, отдалённо напоминающее участие.

— Ты... мокрый.

Потом, после паузы, добавила:

— Если Двойные найдут нас... они дадут огня. Тогда будешь сухой.

В её словах не было уверенности - скорее, детская надежда что всё должно быть именно так. Она повернулась к лесу, её плащ колыхнулся на ветру, после чего девочка посмотрела в снежную даль.",biokoff,1375940340032208948
"2025-05-25,01:14:23",biokoff,#0,"—Глюк Юн—
|----------------------------------------------------------------------------|
взгляд парня словно издал восхищение и на секунду можно было заметить лицо довольно молодого и привлекательно парня, но это было лишь в мгновение, после чего он радостно заговорил:
|----------------------------------------------------------------------------|

— НАСТОЯЩАЯ МАГИЯ?! Ого, тогда призови их! Я хочу воочию увидеть чудо! Ну а если не выйдет не беда, я уже рад, что я уже хотя бы не один....

Насчет плаща он немного неудобен для больших путишествий, да и попортишь ты его о грязь и снег, а он явно тебе не просто безделушка. Ладно кеды и штаны мои, но твоя одежда выглядит дорогой, не только финансого но и душевно для тебя.

О и кстати, спасибо за беспокойство, но я могу немного потерпеть влажность, но не хотелось бы в иссекае слечь с болезнью... И..кхм, прости за мою болтливость. Понимаешь, в моем мире мне приходилось избегать людей из-за моего лица, отчего я рад, что кто-то не испугался меня и даже говорит со мной! Во истине рай...

|----------------------------------------------------------------------------|",ktoia,1375957528893984939
"2025-05-25,05:13:18",dominator_vi,#0,"-Re:Sans-

—Зови меня Санс малявка. И не больно ли ты дружелюбная а? Тебе не кажется, что это как то опрометчива, заводить дружбу с незнакомым тебе монстром?
*Говоря это, он повернулся к Ведьме и надвис над ней, с жуткой физиономией*
—Что если из-за него, для тебя наступят действительно плохие времена...",biokoff,1375864653921648660
"2025-05-25,09:47:42",ktoia,#0,"—Сиэль—
Сиэль шмыгнула носом, подняла плечи в лёгком недоумённом жесте и снова опустила их. Её пальцы теребили край плаща, но не от холода - скорее, от неловкости.  

— Двойные... если бы я потерялась, все бы стояли на ушах... 

Пробормотала она, глядя куда-то сквозь снежные ветви. Голос её звучал тихо, но в нём вдруг появилась странная уверенность, будто она действительно верила, что её исчезновение могло перевернуть целые города. Глаза её забегали, на миг застекленев от нахлынувших мыслей. В уголках сверкнули слёзы, но лишь на пару мгновений. Она резко моргнула, и они исчезли словно их и не было.  

— Наверное, они очень расстроились... но я не хотела пропадать.

Добавила она чуть сдавленно, словно оправдываясь перед кем-то невидимым и новым знакомым Юном. Потом вдруг встрепенулась, повернулась к Юну и сказала уже твёрже:  

— М...может, мы найдём деревню?

Она огляделась, впервые за всё время явно ощутив холод. Руки её сжались в кулачки, а плечи слегка подались вперёд, пытаясь укрыться в плаще глубже.  

— Мне кажется, там нам помогут... 

Продолжила она, уже менее уверенно.

— Раньше я никогда так не чувствовала холод...",biokoff,1375960150254293143
